Zona,ObjectId,et_x,et_y,et_order,ZoneId,zone_name
KLM,51,21.126910,55.706960,23,56,Mėlynoji 8-18h
KLM,51,21.127210,55.706650,22,56,Mėlynoji 8-18h
KLM,51,21.129780,55.707040,21,56,Mėlynoji 8-18h
KLM,51,21.130430,55.707080,20,56,Mėlynoji 8-18h
KLR2,59,21.122160,55.705040,8,57,Raudonoji Š/P Ragas 8-22h
KLR2,59,21.123990,55.705280,7,57,Raudonoji Š/P Ragas 8-22h
KLR2,59,21.123980,55.705420,6,57,Raudonoji Š/P Ragas 8-22h
KLR2,59,21.126030,55.705670,5,57,Raudonoji Š/P Ragas 8-22h
KLM,49,21.118890,55.718640,0,56,Mėlynoji 8-18h
KLM,48,21.119890,55.719420,7,56,Mėlynoji 8-18h
KLM,48,21.119850,55.719370,6,56,Mėlynoji 8-18h
KLM,48,21.119420,55.719650,5,56,Mėlynoji 8-18h
KLM,48,21.119260,55.719210,4,56,Mėlynoji 8-18h
KLM,48,21.119350,55.719170,3,56,Mėlynoji 8-18h
KLM,48,21.119460,55.719110,2,56,Mėlynoji 8-18h
KLM,48,21.119210,55.718920,1,56,Mėlynoji 8-18h
KLM,48,21.120470,55.719040,0,56,Mėlynoji 8-18h
KLM,47,21.125840,55.719470,4,56,Mėlynoji 8-18h
KLM,47,21.125880,55.719320,3,56,Mėlynoji 8-18h
KLM,47,21.126130,55.719260,2,56,Mėlynoji 8-18h
KLM,47,21.126710,55.719330,1,56,Mėlynoji 8-18h
KLM,47,21.126540,55.719550,0,56,Mėlynoji 8-18h
KLM,46,21.125400,55.720780,3,56,Mėlynoji 8-18h
KLM,46,21.125010,55.720730,2,56,Mėlynoji 8-18h
KLM,46,21.125150,55.720450,1,56,Mėlynoji 8-18h
KLM,49,21.119340,55.718540,1,56,Mėlynoji 8-18h
KLM,51,21.127360,55.704350,37,56,Mėlynoji 8-18h
KLM,49,21.119140,55.718360,2,56,Mėlynoji 8-18h
KLM,50,21.134730,55.719860,0,56,Mėlynoji 8-18h
KLR2,59,21.125900,55.705880,4,57,Raudonoji Š/P Ragas 8-22h
KLR2,59,21.125970,55.706280,3,57,Raudonoji Š/P Ragas 8-22h
KLR2,59,21.125500,55.706440,2,57,Raudonoji Š/P Ragas 8-22h
KLR2,59,21.124980,55.706270,1,57,Raudonoji Š/P Ragas 8-22h
KLR2,59,21.121850,55.705580,0,57,Raudonoji Š/P Ragas 8-22h
KLM,50,21.134690,55.719700,12,56,Mėlynoji 8-18h
KLM,50,21.136710,55.719610,11,56,Mėlynoji 8-18h
KLM,50,21.136670,55.719370,10,56,Mėlynoji 8-18h
KLM,50,21.137010,55.719360,9,56,Mėlynoji 8-18h
KLM,50,21.136960,55.719020,8,56,Mėlynoji 8-18h
KLM,50,21.137390,55.719000,7,56,Mėlynoji 8-18h
KLM,50,21.137460,55.719480,6,56,Mėlynoji 8-18h
KLM,50,21.137330,55.719490,5,56,Mėlynoji 8-18h
KLM,50,21.137430,55.719970,4,56,Mėlynoji 8-18h
KLM,50,21.137470,55.720180,3,56,Mėlynoji 8-18h
KLM,50,21.137370,55.720200,2,56,Mėlynoji 8-18h
KLM,50,21.137270,55.719720,1,56,Mėlynoji 8-18h
KLM,49,21.118710,55.718490,3,56,Mėlynoji 8-18h
KLM,51,21.127180,55.704350,38,56,Mėlynoji 8-18h
KLM,51,21.127030,55.704430,39,56,Mėlynoji 8-18h
KLM,51,21.126970,55.704400,40,56,Mėlynoji 8-18h
KLM,53,21.141900,55.711230,23,56,Mėlynoji 8-18h
KLM,53,21.143920,55.711730,22,56,Mėlynoji 8-18h
KLM,53,21.145100,55.711180,21,56,Mėlynoji 8-18h
KLM,53,21.142870,55.710460,20,56,Mėlynoji 8-18h
KLM,53,21.143170,55.709810,19,56,Mėlynoji 8-18h
KLM,53,21.141950,55.709200,18,56,Mėlynoji 8-18h
KLM,53,21.141870,55.709100,17,56,Mėlynoji 8-18h
KLM,53,21.142020,55.709070,16,56,Mėlynoji 8-18h
KLM,53,21.142080,55.709170,15,56,Mėlynoji 8-18h
KLM,53,21.144860,55.710390,14,56,Mėlynoji 8-18h
KLM,53,21.144910,55.710360,13,56,Mėlynoji 8-18h
KLM,53,21.145760,55.710720,12,56,Mėlynoji 8-18h
KLM,53,21.146160,55.710540,11,56,Mėlynoji 8-18h
KLM,53,21.146510,55.710710,10,56,Mėlynoji 8-18h
KLM,53,21.146140,55.710820,9,56,Mėlynoji 8-18h
KLM,53,21.146200,55.710910,8,56,Mėlynoji 8-18h
KLM,53,21.146100,55.711150,7,56,Mėlynoji 8-18h
KLM,54,21.141900,55.705500,0,56,Mėlynoji 8-18h
KLM,53,21.145890,55.711000,6,56,Mėlynoji 8-18h
KLM,54,21.141670,55.705380,1,56,Mėlynoji 8-18h
KLM,54,21.141790,55.705540,3,56,Mėlynoji 8-18h
KLR3,60,21.133820,55.683400,2,58,Raudonoji Smiltynė 8-22h
KLR3,60,21.122920,55.695810,1,58,Raudonoji Smiltynė 8-22h
KLR3,60,21.101950,55.719700,0,58,Raudonoji Smiltynė 8-22h
KLM,56,21.146390,55.706830,4,56,Mėlynoji 8-18h
KLM,56,21.145780,55.706810,3,56,Mėlynoji 8-18h
KLM,56,21.145800,55.706480,2,56,Mėlynoji 8-18h
KLM,56,21.146560,55.706370,1,56,Mėlynoji 8-18h
KLM,56,21.146600,55.706590,0,56,Mėlynoji 8-18h
KLM,55,21.145710,55.706410,3,56,Mėlynoji 8-18h
KLM,55,21.145470,55.706420,2,56,Mėlynoji 8-18h
KLM,55,21.145910,55.705910,1,56,Mėlynoji 8-18h
KLM,55,21.146190,55.705990,0,56,Mėlynoji 8-18h
KLM,54,21.142200,55.705710,8,56,Mėlynoji 8-18h
KLM,54,21.142680,55.706050,7,56,Mėlynoji 8-18h
KLM,54,21.142670,55.706070,6,56,Mėlynoji 8-18h
KLM,54,21.143000,55.706310,5,56,Mėlynoji 8-18h
KLM,54,21.142810,55.706310,4,56,Mėlynoji 8-18h
KLM,54,21.141600,55.705450,2,56,Mėlynoji 8-18h
KLM,46,21.125610,55.720460,0,56,Mėlynoji 8-18h
KLM,53,21.143870,55.711940,5,56,Mėlynoji 8-18h
KLM,53,21.141690,55.711450,3,56,Mėlynoji 8-18h
KLM,52,21.125510,55.709700,13,56,Mėlynoji 8-18h
KLM,52,21.126180,55.709150,12,56,Mėlynoji 8-18h
KLM,52,21.126360,55.709070,11,56,Mėlynoji 8-18h
KLM,52,21.126870,55.709310,10,56,Mėlynoji 8-18h
KLM,52,21.127060,55.709430,9,56,Mėlynoji 8-18h
KLM,52,21.126300,55.709790,8,56,Mėlynoji 8-18h
KLM,52,21.125980,55.710050,7,56,Mėlynoji 8-18h
KLM,52,21.125630,55.710520,6,56,Mėlynoji 8-18h
KLM,52,21.124990,55.712160,5,56,Mėlynoji 8-18h
KLM,52,21.124530,55.712770,4,56,Mėlynoji 8-18h
KLM,52,21.123540,55.713360,3,56,Mėlynoji 8-18h
KLM,52,21.121270,55.714550,2,56,Mėlynoji 8-18h
KLM,52,21.119790,55.715500,1,56,Mėlynoji 8-18h
KLM,52,21.118680,55.716290,0,56,Mėlynoji 8-18h
KLM,51,21.125970,55.706280,43,56,Mėlynoji 8-18h
KLM,51,21.125900,55.705880,42,56,Mėlynoji 8-18h
KLM,51,21.126030,55.705670,41,56,Mėlynoji 8-18h
KLM,52,21.125580,55.709820,14,56,Mėlynoji 8-18h
KLM,53,21.143860,55.711950,4,56,Mėlynoji 8-18h
KLM,52,21.124070,55.710900,15,56,Mėlynoji 8-18h
KLM,52,21.124550,55.711390,17,56,Mėlynoji 8-18h
KLM,53,21.138810,55.711060,2,56,Mėlynoji 8-18h
KLM,53,21.138750,55.711030,1,56,Mėlynoji 8-18h
KLM,53,21.138850,55.710680,0,56,Mėlynoji 8-18h
KLM,52,21.118320,55.716130,31,56,Mėlynoji 8-18h
KLM,52,21.118160,55.716060,30,56,Mėlynoji 8-18h
KLM,52,21.118400,55.715930,29,56,Mėlynoji 8-18h
KLM,52,21.119530,55.715250,28,56,Mėlynoji 8-18h
KLM,52,21.118860,55.714890,27,56,Mėlynoji 8-18h
KLM,52,21.119750,55.714270,26,56,Mėlynoji 8-18h
KLM,52,21.119720,55.713770,25,56,Mėlynoji 8-18h
KLM,52,21.121780,55.712480,24,56,Mėlynoji 8-18h
KLM,52,21.122590,55.712850,23,56,Mėlynoji 8-18h
KLM,52,21.124200,55.712130,22,56,Mėlynoji 8-18h
KLM,52,21.124650,55.712100,21,56,Mėlynoji 8-18h
KLM,52,21.124580,55.711690,20,56,Mėlynoji 8-18h
KLM,52,21.124880,55.711680,19,56,Mėlynoji 8-18h
KLM,52,21.124860,55.711380,18,56,Mėlynoji 8-18h
KLM,52,21.124450,55.710890,16,56,Mėlynoji 8-18h
KLR3,60,21.136060,55.678260,3,58,Raudonoji Smiltynė 8-22h
KLR2,58,21.128390,55.708730,8,57,Raudonoji Š/P Ragas 8-22h
KLR2,58,21.124780,55.706910,6,57,Raudonoji Š/P Ragas 8-22h
Z,28,25.237430,54.669420,23,9,Žalioji 8-18h
Z,28,25.237770,54.669560,22,9,Žalioji 8-18h
Z,28,25.238380,54.669710,21,9,Žalioji 8-18h
Z,28,25.239490,54.671640,20,9,Žalioji 8-18h
Z,28,25.241370,54.673770,19,9,Žalioji 8-18h
Z,28,25.235220,54.678080,18,9,Žalioji 8-18h
Z,28,25.235130,54.681290,17,9,Žalioji 8-18h
Z,29,25.270330,54.712890,0,9,Žalioji 8-18h
Z,28,25.235510,54.681650,16,9,Žalioji 8-18h
Z,28,25.236930,54.683680,14,9,Žalioji 8-18h
Z,28,25.234600,54.684210,13,9,Žalioji 8-18h
Z,28,25.234580,54.685300,12,9,Žalioji 8-18h
Z,28,25.233360,54.685440,11,9,Žalioji 8-18h
Z,28,25.233310,54.684060,10,9,Žalioji 8-18h
Z,28,25.233920,54.677920,9,9,Žalioji 8-18h
Z,28,25.239410,54.673930,8,9,Žalioji 8-18h
Z,28,25.236910,54.681990,15,9,Žalioji 8-18h
Z,29,25.270960,54.715400,1,9,Žalioji 8-18h
Z,29,25.274020,54.715300,2,9,Žalioji 8-18h
Z,29,25.274770,54.717570,3,9,Žalioji 8-18h
KLR,57,21.139940,55.708060,5,53,Raudonoji 8-18h
KLR,57,21.140080,55.708560,4,53,Raudonoji 8-18h
KLR,57,21.139910,55.708790,3,53,Raudonoji 8-18h
KLR,57,21.138910,55.709020,2,53,Raudonoji 8-18h
KLR,57,21.137520,55.709130,1,53,Raudonoji 8-18h
KLR,57,21.137010,55.709420,0,53,Raudonoji 8-18h
Z,29,25.273520,54.712870,14,9,Žalioji 8-18h
Z,29,25.277000,54.712910,13,9,Žalioji 8-18h
Z,29,25.281560,54.713560,12,9,Žalioji 8-18h
Z,29,25.283410,54.714350,11,9,Žalioji 8-18h
Z,29,25.285500,54.714860,10,9,Žalioji 8-18h
Z,29,25.287110,54.715050,9,9,Žalioji 8-18h
Z,29,25.286740,54.719320,8,9,Žalioji 8-18h
Z,29,25.286270,54.720660,7,9,Žalioji 8-18h
Z,29,25.285170,54.721620,6,9,Žalioji 8-18h
Z,29,25.281660,54.721450,5,9,Žalioji 8-18h
Z,29,25.278220,54.720590,4,9,Žalioji 8-18h
Z,28,25.238320,54.673370,7,9,Žalioji 8-18h
Z,28,25.235350,54.671720,6,9,Žalioji 8-18h
Z,28,25.235100,54.670970,5,9,Žalioji 8-18h
Z,28,25.234040,54.670870,4,9,Žalioji 8-18h
R,15,25.270240,54.691400,877,29,Raudonoji 8-22h
R,15,25.270140,54.691320,876,29,Raudonoji 8-22h
R,15,25.270080,54.691270,875,29,Raudonoji 8-22h
R,15,25.270060,54.691240,874,29,Raudonoji 8-22h
R,15,25.269980,54.691110,873,29,Raudonoji 8-22h
R,15,25.269900,54.691000,872,29,Raudonoji 8-22h
R,15,25.269900,54.690990,871,29,Raudonoji 8-22h
R,15,25.269880,54.690980,870,29,Raudonoji 8-22h
R,15,25.269830,54.690900,869,29,Raudonoji 8-22h
R,15,25.269800,54.690850,868,29,Raudonoji 8-22h
R,15,25.269740,54.690770,867,29,Raudonoji 8-22h
R,15,25.269720,54.690730,866,29,Raudonoji 8-22h
R,15,25.269690,54.690690,865,29,Raudonoji 8-22h
R,15,25.269650,54.690640,864,29,Raudonoji 8-22h
R,15,25.269650,54.690620,863,29,Raudonoji 8-22h
R,15,25.269560,54.690500,862,29,Raudonoji 8-22h
R,15,25.269550,54.690490,861,29,Raudonoji 8-22h
R,15,25.270240,54.691400,878,29,Raudonoji 8-22h
KLR,57,21.140030,55.707600,6,53,Raudonoji 8-18h
R,15,25.270230,54.691400,879,29,Raudonoji 8-22h
R,15,25.270180,54.691410,881,29,Raudonoji 8-22h
Z,28,25.232480,54.670690,3,9,Žalioji 8-18h
Z,28,25.231380,54.670490,2,9,Žalioji 8-18h
Z,28,25.230930,54.670200,1,9,Žalioji 8-18h
Z,28,25.236980,54.668950,0,9,Žalioji 8-18h
R,15,25.271370,54.692320,894,29,Raudonoji 8-22h
R,15,25.271200,54.692420,893,29,Raudonoji 8-22h
R,15,25.271170,54.692440,892,29,Raudonoji 8-22h
R,15,25.271140,54.692450,891,29,Raudonoji 8-22h
R,15,25.271130,54.692460,890,29,Raudonoji 8-22h
R,15,25.271110,54.692470,889,29,Raudonoji 8-22h
R,15,25.271110,54.692470,888,29,Raudonoji 8-22h
R,15,25.271000,54.692540,887,29,Raudonoji 8-22h
R,15,25.269560,54.691790,886,29,Raudonoji 8-22h
R,15,25.269720,54.691690,885,29,Raudonoji 8-22h
R,15,25.269760,54.691670,884,29,Raudonoji 8-22h
R,15,25.269800,54.691640,883,29,Raudonoji 8-22h
R,15,25.269820,54.691630,882,29,Raudonoji 8-22h
R,15,25.270180,54.691410,880,29,Raudonoji 8-22h
KLR,57,21.140000,55.707470,7,53,Raudonoji 8-18h
KLR,57,21.140030,55.707200,8,53,Raudonoji 8-18h
KLR,57,21.139720,55.707090,9,53,Raudonoji 8-18h
KLM,44,21.141190,55.707400,5,56,Mėlynoji 8-18h
KLM,44,21.141500,55.707610,4,56,Mėlynoji 8-18h
KLM,44,21.140490,55.707960,3,56,Mėlynoji 8-18h
KLM,44,21.140030,55.707600,2,56,Mėlynoji 8-18h
KLM,44,21.140000,55.707470,1,56,Mėlynoji 8-18h
KLM,44,21.140030,55.707200,0,56,Mėlynoji 8-18h
KLM,43,21.137520,55.709130,4,56,Mėlynoji 8-18h
KLM,43,21.137570,55.709200,3,56,Mėlynoji 8-18h
KLM,43,21.137520,55.709310,2,56,Mėlynoji 8-18h
KLM,43,21.137250,55.709550,1,56,Mėlynoji 8-18h
KLM,43,21.137010,55.709420,0,56,Mėlynoji 8-18h
KLR,57,21.137250,55.709550,57,53,Raudonoji 8-18h
KLR,57,21.138390,55.710040,56,53,Raudonoji 8-18h
KLR,57,21.138400,55.710050,55,53,Raudonoji 8-18h
KLR,57,21.138540,55.710510,54,53,Raudonoji 8-18h
KLR,57,21.138750,55.710680,53,53,Raudonoji 8-18h
KLR,57,21.138560,55.711000,52,53,Raudonoji 8-18h
KLM,44,21.140890,55.707300,6,56,Mėlynoji 8-18h
KLR,57,21.138470,55.711020,51,53,Raudonoji 8-18h
KLM,44,21.140620,55.707220,7,56,Mėlynoji 8-18h
KLM,45,21.138120,55.704990,0,56,Mėlynoji 8-18h
KLR2,58,21.124670,55.706920,5,57,Raudonoji Š/P Ragas 8-22h
KLR2,58,21.122720,55.706460,4,57,Raudonoji Š/P Ragas 8-22h
KLR2,58,21.122940,55.706080,3,57,Raudonoji Š/P Ragas 8-22h
KLR2,58,21.125040,55.706610,2,57,Raudonoji Š/P Ragas 8-22h
KLR2,58,21.126410,55.707180,1,57,Raudonoji Š/P Ragas 8-22h
KLR2,58,21.128730,55.708590,0,57,Raudonoji Š/P Ragas 8-22h
KLG,40,21.134660,55.704410,5,54,Geltonoji 8-18h
KLG,40,21.134160,55.704810,4,54,Geltonoji 8-18h
KLG,40,21.133670,55.705190,3,54,Geltonoji 8-18h
KLG,40,21.133120,55.705020,2,54,Geltonoji 8-18h
KLG,40,21.133950,55.704000,1,54,Geltonoji 8-18h
KLG,40,21.134780,55.704290,0,54,Geltonoji 8-18h
KLM,45,21.137380,55.705220,5,56,Mėlynoji 8-18h
KLM,45,21.137280,55.705130,4,56,Mėlynoji 8-18h
KLM,45,21.137080,55.704920,3,56,Mėlynoji 8-18h
KLM,45,21.137430,55.704750,2,56,Mėlynoji 8-18h
KLM,45,21.137890,55.704650,1,56,Mėlynoji 8-18h
KLM,44,21.140330,55.707190,8,56,Mėlynoji 8-18h
KLR2,58,21.127230,55.708100,7,57,Raudonoji Š/P Ragas 8-22h
KLR,57,21.133510,55.710060,50,53,Raudonoji 8-18h
KLR,57,21.130400,55.709220,48,53,Raudonoji 8-18h
KLR,57,21.137890,55.704650,26,53,Raudonoji 8-18h
KLR,57,21.137430,55.704750,25,53,Raudonoji 8-18h
KLR,57,21.137080,55.704920,24,53,Raudonoji 8-18h
KLR,57,21.137280,55.705130,23,53,Raudonoji 8-18h
KLR,57,21.137380,55.705220,22,53,Raudonoji 8-18h
KLR,57,21.138120,55.704990,21,53,Raudonoji 8-18h
KLR,57,21.138240,55.705840,20,53,Raudonoji 8-18h
KLR,57,21.138390,55.706290,19,53,Raudonoji 8-18h
KLR,57,21.138920,55.706630,18,53,Raudonoji 8-18h
KLR,57,21.138900,55.706690,17,53,Raudonoji 8-18h
KLR,57,21.138680,55.706840,16,53,Raudonoji 8-18h
KLR,57,21.138620,55.706940,15,53,Raudonoji 8-18h
KLR,57,21.138710,55.707050,14,53,Raudonoji 8-18h
KLR,57,21.138840,55.707050,13,53,Raudonoji 8-18h
KLR,57,21.139080,55.707000,12,53,Raudonoji 8-18h
KLR,57,21.139240,55.706920,11,53,Raudonoji 8-18h
KLR,57,21.139350,55.706910,10,53,Raudonoji 8-18h
KLR,57,21.137870,55.704600,27,53,Raudonoji 8-18h
KLR,57,21.131000,55.709430,49,53,Raudonoji 8-18h
KLR,57,21.137690,55.704230,28,53,Raudonoji 8-18h
KLR,57,21.137270,55.702860,30,53,Raudonoji 8-18h
KLR,57,21.128960,55.708520,47,53,Raudonoji 8-18h
KLR,57,21.129060,55.708470,46,53,Raudonoji 8-18h
KLR,57,21.129860,55.708080,45,53,Raudonoji 8-18h
KLR,57,21.130370,55.707780,44,53,Raudonoji 8-18h
KLR,57,21.130830,55.707430,43,53,Raudonoji 8-18h
KLR,57,21.131270,55.707120,42,53,Raudonoji 8-18h
KLR,57,21.131950,55.706570,41,53,Raudonoji 8-18h
KLR,57,21.133470,55.705390,40,53,Raudonoji 8-18h
KLR,57,21.134520,55.704570,39,53,Raudonoji 8-18h
KLR,57,21.134880,55.704280,38,53,Raudonoji 8-18h
KLR,57,21.135410,55.703660,37,53,Raudonoji 8-18h
KLR,57,21.135770,55.703280,36,53,Raudonoji 8-18h
KLR,57,21.136190,55.702850,35,53,Raudonoji 8-18h
KLR,57,21.136460,55.702620,34,53,Raudonoji 8-18h
KLR,57,21.136610,55.702520,33,53,Raudonoji 8-18h
KLR,57,21.136910,55.702500,32,53,Raudonoji 8-18h
KLR,57,21.137110,55.702660,31,53,Raudonoji 8-18h
KLR,57,21.137440,55.703480,29,53,Raudonoji 8-18h
R,15,25.269550,54.690480,860,29,Raudonoji 8-22h
KLR3,60,21.136400,55.676620,4,58,Raudonoji Smiltynė 8-22h
KLR3,60,21.100860,55.670510,6,58,Raudonoji Smiltynė 8-22h
KLG,68,21.139670,55.706710,45,54,Geltonoji 8-18h
KLG,68,21.139710,55.706630,44,54,Geltonoji 8-18h
KLG,68,21.139710,55.706570,43,54,Geltonoji 8-18h
KLG,68,21.139580,55.706490,42,54,Geltonoji 8-18h
KLG,68,21.139490,55.706470,41,54,Geltonoji 8-18h
KLG,68,21.139440,55.706470,40,54,Geltonoji 8-18h
KLG,68,21.139360,55.706490,39,54,Geltonoji 8-18h
KLG,68,21.139590,55.706770,46,54,Geltonoji 8-18h
KLG,68,21.139230,55.706520,38,54,Geltonoji 8-18h
KLG,68,21.139000,55.706620,36,54,Geltonoji 8-18h
KLG,68,21.138520,55.706320,35,54,Geltonoji 8-18h
KLG,68,21.138430,55.706220,34,54,Geltonoji 8-18h
KLG,68,21.138400,55.706080,33,54,Geltonoji 8-18h
KLG,68,21.138340,55.705770,32,54,Geltonoji 8-18h
KLG,68,21.138160,55.704930,31,54,Geltonoji 8-18h
KLG,68,21.137830,55.704330,30,54,Geltonoji 8-18h
KLG,68,21.139130,55.706560,37,54,Geltonoji 8-18h
KLG,68,21.139460,55.706830,47,54,Geltonoji 8-18h
KLG,68,21.139390,55.706870,48,54,Geltonoji 8-18h
KLG,68,21.139530,55.706940,49,54,Geltonoji 8-18h
KLG,71,21.125940,55.720470,3,54,Geltonoji 8-18h
KLG,71,21.125150,55.720450,2,54,Geltonoji 8-18h
KLG,71,21.125010,55.720730,1,54,Geltonoji 8-18h
KLG,71,21.125400,55.720780,0,54,Geltonoji 8-18h
KLR,69,21.138540,55.709120,8,53,Raudonoji 8-18h
KLR,69,21.138150,55.709740,7,53,Raudonoji 8-18h
KLR,69,21.138340,55.709920,6,53,Raudonoji 8-18h
KLR,69,21.138390,55.710040,5,53,Raudonoji 8-18h
KLR,69,21.137250,55.709550,4,53,Raudonoji 8-18h
KLR,69,21.137520,55.709310,3,53,Raudonoji 8-18h
KLR,69,21.137570,55.709200,2,53,Raudonoji 8-18h
KLR,69,21.137520,55.709130,1,53,Raudonoji 8-18h
KLR,69,21.138910,55.709020,0,53,Raudonoji 8-18h
KLG,68,21.140210,55.707140,53,54,Geltonoji 8-18h
KLG,68,21.140060,55.707140,52,54,Geltonoji 8-18h
KLG,68,21.139920,55.707110,51,54,Geltonoji 8-18h
KLG,68,21.139710,55.707040,50,54,Geltonoji 8-18h
KLG,68,21.137750,55.704090,29,54,Geltonoji 8-18h
KLG,68,21.137510,55.703310,28,54,Geltonoji 8-18h
KLG,68,21.137390,55.702920,27,54,Geltonoji 8-18h
KLG,68,21.137420,55.702800,26,54,Geltonoji 8-18h
KLG,68,21.141600,55.705450,4,54,Geltonoji 8-18h
KLG,68,21.141790,55.705540,3,54,Geltonoji 8-18h
KLG,68,21.142810,55.706310,2,54,Geltonoji 8-18h
KLG,68,21.140690,55.706930,1,54,Geltonoji 8-18h
KLG,68,21.140400,55.707140,0,54,Geltonoji 8-18h
KLG,67,21.140690,55.706930,73,54,Geltonoji 8-18h
KLG,67,21.142810,55.706310,72,54,Geltonoji 8-18h
KLG,67,21.143000,55.706310,71,54,Geltonoji 8-18h
KLG,67,21.145470,55.706420,70,54,Geltonoji 8-18h
KLG,67,21.145710,55.706410,69,54,Geltonoji 8-18h
KLG,67,21.145800,55.706480,68,54,Geltonoji 8-18h
KLG,67,21.145780,55.706810,67,54,Geltonoji 8-18h
KLG,67,21.146390,55.706830,66,54,Geltonoji 8-18h
KLG,67,21.146600,55.706590,65,54,Geltonoji 8-18h
KLG,67,21.146560,55.706370,64,54,Geltonoji 8-18h
KLG,67,21.147380,55.706200,63,54,Geltonoji 8-18h
KLG,67,21.148830,55.705670,62,54,Geltonoji 8-18h
KLG,68,21.141670,55.705380,5,54,Geltonoji 8-18h
KLG,71,21.126540,55.719550,4,54,Geltonoji 8-18h
KLG,68,21.141900,55.705500,6,54,Geltonoji 8-18h
KLG,68,21.142670,55.706070,8,54,Geltonoji 8-18h
KLG,68,21.137540,55.702700,25,54,Geltonoji 8-18h
KLG,68,21.137950,55.702520,24,54,Geltonoji 8-18h
KLG,68,21.141170,55.702680,23,54,Geltonoji 8-18h
KLG,68,21.143890,55.703030,22,54,Geltonoji 8-18h
KLG,68,21.149570,55.703840,21,54,Geltonoji 8-18h
KLG,68,21.152050,55.704550,20,54,Geltonoji 8-18h
KLG,68,21.151220,55.704760,19,54,Geltonoji 8-18h
KLG,68,21.151200,55.704850,18,54,Geltonoji 8-18h
KLG,68,21.148770,55.705690,17,54,Geltonoji 8-18h
KLG,68,21.147380,55.706200,16,54,Geltonoji 8-18h
KLG,68,21.146560,55.706370,15,54,Geltonoji 8-18h
KLG,68,21.145800,55.706480,14,54,Geltonoji 8-18h
KLG,68,21.145710,55.706410,13,54,Geltonoji 8-18h
KLG,68,21.146190,55.705990,12,54,Geltonoji 8-18h
KLG,68,21.145910,55.705910,11,54,Geltonoji 8-18h
KLG,68,21.145470,55.706420,10,54,Geltonoji 8-18h
KLG,68,21.143000,55.706310,9,54,Geltonoji 8-18h
KLG,68,21.142680,55.706050,7,54,Geltonoji 8-18h
KLG,71,21.125840,55.719470,5,54,Geltonoji 8-18h
KLG,71,21.125880,55.719320,6,54,Geltonoji 8-18h
KLG,71,21.126130,55.719260,7,54,Geltonoji 8-18h
KLG,71,21.117610,55.717410,66,54,Geltonoji 8-18h
KLG,71,21.117360,55.717140,65,54,Geltonoji 8-18h
KLG,71,21.117230,55.716920,64,54,Geltonoji 8-18h
KLG,71,21.118320,55.716130,63,54,Geltonoji 8-18h
KLG,71,21.118680,55.716290,62,54,Geltonoji 8-18h
KLG,71,21.119790,55.715500,61,54,Geltonoji 8-18h
KLG,71,21.121270,55.714550,60,54,Geltonoji 8-18h
KLG,71,21.123540,55.713360,59,54,Geltonoji 8-18h
KLG,71,21.124530,55.712770,58,54,Geltonoji 8-18h
KLG,71,21.124990,55.712160,57,54,Geltonoji 8-18h
KLG,71,21.125630,55.710520,56,54,Geltonoji 8-18h
KLG,71,21.125980,55.710050,55,54,Geltonoji 8-18h
KLG,71,21.126300,55.709790,54,54,Geltonoji 8-18h
KLG,71,21.128520,55.708740,53,54,Geltonoji 8-18h
KLG,71,21.128670,55.708670,52,54,Geltonoji 8-18h
KLG,71,21.129460,55.709050,51,54,Geltonoji 8-18h
KLG,71,21.131160,55.709700,50,54,Geltonoji 8-18h
KLG,71,21.117710,55.717590,67,54,Geltonoji 8-18h
KLG,71,21.138290,55.711220,49,54,Geltonoji 8-18h
KLG,71,21.118710,55.718490,68,54,Geltonoji 8-18h
KLG,71,21.119340,55.718540,70,54,Geltonoji 8-18h
KLG,70,21.125740,55.720640,2,54,Geltonoji 8-18h
KLG,70,21.125610,55.720820,1,54,Geltonoji 8-18h
KLG,70,21.125400,55.720780,0,54,Geltonoji 8-18h
KLG,71,21.125610,55.720820,84,54,Geltonoji 8-18h
KLG,71,21.125180,55.721430,83,54,Geltonoji 8-18h
KLG,71,21.124970,55.721280,82,54,Geltonoji 8-18h
KLG,71,21.124150,55.721110,81,54,Geltonoji 8-18h
KLG,71,21.123820,55.721110,80,54,Geltonoji 8-18h
KLG,71,21.123570,55.721150,79,54,Geltonoji 8-18h
KLG,71,21.122910,55.720760,78,54,Geltonoji 8-18h
KLG,71,21.122670,55.720450,77,54,Geltonoji 8-18h
KLG,71,21.122290,55.720580,76,54,Geltonoji 8-18h
KLG,71,21.120630,55.719840,75,54,Geltonoji 8-18h
KLG,71,21.119890,55.719420,74,54,Geltonoji 8-18h
KLG,71,21.120470,55.719040,73,54,Geltonoji 8-18h
KLG,71,21.119210,55.718920,72,54,Geltonoji 8-18h
KLG,71,21.118890,55.718640,71,54,Geltonoji 8-18h
KLG,71,21.119140,55.718360,69,54,Geltonoji 8-18h
KLG,67,21.149190,55.705540,61,54,Geltonoji 8-18h
KLG,71,21.141540,55.711600,48,54,Geltonoji 8-18h
KLG,71,21.144280,55.712510,46,54,Geltonoji 8-18h
KLG,71,21.130310,55.720890,24,54,Geltonoji 8-18h
KLG,71,21.129740,55.721060,23,54,Geltonoji 8-18h
KLG,71,21.129550,55.721080,22,54,Geltonoji 8-18h
KLG,71,21.129160,55.721230,21,54,Geltonoji 8-18h
