"SHA1(sms_receive_source_phone)";"sms_receive_operator";"FROM_UNIXTIME(sms_receive_date)";"sms_receive_body"
"a71b46273b25b9d439282b8a0a6cab3edbd3e36f";"1";"2017-04-05 18:32:45";"Stop"
"b42f90bbd3876fbadb2c04414015096582d0df8d";"2";"2017-04-05 18:32:50";"Stop"
"6e37358a6531079005e57531d64d5f084c654234";"3";"2017-04-05 18:32:50";"Stop"
"9fd7148dfd9a73572e122fb8d9266e2d5f69eb75";"3";"2017-04-05 18:32:55";"Stop"
"fa569724d6158d91cf055b2162e5e3e44e465528";"2";"2017-04-05 18:32:59";"Stop"
"a71b46273b25b9d439282b8a0a6cab3edbd3e36f";"1";"2017-04-05 18:33:25";"Stop"
"afe64ef1e3916aa572a2facb4aeb8f3beb91358d";"3";"2017-04-05 18:33:41";"Start m"
"9b50f70372bdf9446ae4d0469751fbbf1ad35df1";"1";"2017-04-05 18:33:44";"Start G"
"7daf6388a585ca45a5352ab0b306b1c57149a7b1";"3";"2017-04-05 18:33:46";"Start Z"
"efc9235aed5ef34aebb95421b3417bdd366d2b39";"2";"2017-04-05 18:33:50";"STOP"
"2faa2ce7c8ea5c4814bbae93b577a415caba97f0";"1";"2017-04-05 18:33:57";"Start R"
"49a7a2a639e4e5e1f370436ffb59231d45c69eb7";"3";"2017-04-05 18:34:07";"Start g"
"b5a78c6feef3201ddc009a291aee889abdb0f2d4";"3";"2017-04-05 18:34:09";"Start R"
"4150f151f73b87c9183ea7144a978d277eec4ca0";"1";"2017-04-05 18:34:13";"START M"
"526b13129231d69197cb8331cbf33eb373d9e3ec";"3";"2017-04-05 18:34:13";"Stop"
"af7fdf638e2f138380fd2aeabd84b66d77bf7f75";"1";"2017-04-05 18:34:14";"Start R"
"42e8393a8c4b7b75093b11849c4f10d1af49852c";"1";"2017-04-05 18:34:15";"Stop"
"a71b46273b25b9d439282b8a0a6cab3edbd3e36f";"1";"2017-04-05 18:34:36";"STOP"
"0a7e6a132516f464c22f48f3b0625ed766757f68";"1";"2017-04-05 18:34:52";"STOP"
"3251ea65af39c3c88cb348916cf763dbe495c57d";"1";"2017-04-05 18:34:55";"Start r"
"2be44df40663f9ae7d077379b29498e31d546073";"3";"2017-04-05 18:35:03";"Stop"
"f4094eabfdf5f266da63ba3aaf6d616436231e03";"1";"2017-04-05 18:35:07";"Start G"
"52aba57b1318e4ebbeb22fc62fd9985c66befeaa";"3";"2017-04-05 18:35:09";"Start r"
"3c72c4028d5002558bab105c542a1766490b5b0e";"1";"2017-04-05 18:35:10";"Stop"
"ff0d131f1bcaa045e0a3b253ac90c91483c62464";"1";"2017-04-05 18:35:13";"Stop"
"7e89df40005d411bded1a6e22268f1e61c3fd7bb";"1";"2017-04-05 18:35:20";"Start M"
"d704e1b7b56ee5d3f7131a93808f17508adbacc6";"2";"2017-04-05 18:35:25";"Start R"
"a0ccc74592b1c8c9e1be7c08d83f302deb27d3f7";"3";"2017-04-05 18:35:40";"Start z"
"9574b02681f5fbddb4a6cf8c346fd72eb8d8784d";"3";"2017-04-05 18:35:42";"Stop"
"d4b9f69899d3665543606cc1c5c87d95f6ea3989";"1";"2017-04-05 18:35:59";"Stop"
"1cb087ed8fb0b830571f9060386e602f113a327c";"2";"2017-04-05 18:36:00";"Start melynoji"
"b4205338dabc9bc0af97b8ff915e8a6b817cc5c4";"2";"2017-04-05 18:36:05";"Stop"
"2b67521a4a4b72d8c0ce2edacb0b1be86132f2bc";"3";"2017-04-05 18:36:24";"Start R"
"52f6cd81922aa3980395efc4f16f8ff268fb393b";"2";"2017-04-05 18:36:30";"START G"
"faa5c3c2362abf9eaaf8493e6ed775fa9db23f3d";"3";"2017-04-05 18:36:47";"Stop"
"6421eaee1d2d023a4529757d5aa33266feeb5ba2";"2";"2017-04-05 18:36:50";"Stop"
"7506620f484f6977ff44469b6b61eacae856a385";"1";"2017-04-05 18:36:52";"Start G"
"b0ce18084a7b7eae68cf853500e1d63405db59a7";"3";"2017-04-05 18:36:52";"Start Z"
"715dcfe84566c2584745b52bd84973e5bef355b8";"2";"2017-04-05 18:36:55";"Stop"
"57f14cc748141f084a2e1a5ff69445b82a356b55";"2";"2017-04-05 18:36:55";"Start geltona"
"82b197e0e754cc53a2e5b1bef74cca693ed0a450";"3";"2017-04-05 18:36:59";"Start r"
"7671076dc2053287ea45327cc0b419d74a074dc7";"1";"2017-04-05 18:37:14";"stop"
"6ff19d0634bbd27c781dc8ef1001673b56fa9e23";"1";"2017-04-05 18:37:17";"Stop"
"427bda39e8577896e2c6088068ff194bae867f7e";"1";"2017-04-05 18:37:39";"START G"
"451bf98b41b0efe1dd0eaac414130cbf93cbdc70";"2";"2017-04-05 18:37:40";"Start  M"
"a8ddf5305d575deb9047ca811db8611ef577c911";"3";"2017-04-05 18:37:43";"Start G"
"79bff3acdfdce552af1541c2629cda41df4f06fc";"2";"2017-04-05 18:37:45";"Stop"
"b3de0b6cf89d564783653d9267787bc90bca6b86";"1";"2017-04-05 18:37:52";"Stop R"
"19af085ca92ff01c1509eb12a4d8fda5f1a2ed86";"2";"2017-04-05 18:37:55";"Start m "
"68a5ff3002d90c1abdd2332c64f68ba7e6fbe23d";"1";"2017-04-05 18:37:56";"Stop"
"c32782402b818c3084015ce3b6772baffbb162b7";"2";"2017-04-05 18:38:01";"Stop"
"eb3c35ec7f27a98a57a614f37c9e56cd71208fc6";"3";"2017-04-05 18:38:12";"Stop"
"e662349d08cfdef2f13458a466485caa802b1c2d";"1";"2017-04-05 18:38:15";"START G"
"ae815108a08886eb4431604bf4681df6fb033a07";"2";"2017-04-05 18:38:15";"Start M"
"0ce83a3988bccfe6adef4ace1f0f9105b63b9240";"3";"2017-04-05 18:38:39";"Stop"
"9fdc60242e43b5ffc3d4f8ffeb8e178ea4ff48d0";"2";"2017-04-05 18:38:40";"Start m"
"24ab4e3b7535e03a84ea94018666c3842e06fa17";"2";"2017-04-05 18:38:45";"Start R"
"04551a004b93e2de383402242a79e20db1881cdd";"3";"2017-04-05 18:38:52";"Stop"
"3c72c4028d5002558bab105c542a1766490b5b0e";"1";"2017-04-05 18:38:55";"Start g"
"5920e6c57be867b946eca10e9956e76b6fe3e3de";"3";"2017-04-05 18:38:56";"Start G"
"8c09ce6b37e017c230f045ceaeb9280102389a90";"1";"2017-04-05 18:39:03";"Stop G"
"32eec6b635d7aca0d603c2094aa8a88de504f0b3";"1";"2017-04-05 18:39:08";"Start r"
"fc7f78ee5fb7a3c2fefbb8deffdc40d2d27b7a0b";"1";"2017-04-05 18:39:12";"Start R"
"32eec6b635d7aca0d603c2094aa8a88de504f0b3";"1";"2017-04-05 18:39:14";"Stop"
"703fadcdbefec15e00ff7f69304b16024142c1c7";"1";"2017-04-05 18:39:20";"Stop"
"2ad2ae865a3c2f6ded21967599ec336d5a212ef8";"3";"2017-04-05 18:39:22";"Start R "
"de03f5e29fcf88cf7132d0577ef95aa0fb5d4ca7";"3";"2017-04-05 18:39:23";"START G"
"d73c5ac8342fd1e0a62c4ae31429321deb98e7cd";"1";"2017-04-05 18:39:25";"start g "
"88cc1ae645bbdddee6e8327b9d8801348d8ae5d4";"1";"2017-04-05 18:39:28";"STOP"
"32eec6b635d7aca0d603c2094aa8a88de504f0b3";"1";"2017-04-05 18:39:32";"Start r"
"265358dafb6ea7dc7749451042e83bfb1716b2c2";"1";"2017-04-05 18:39:40";"STOP"
"32a5bf616f2611347df8d07fb44667e4124ca4c7";"3";"2017-04-05 18:39:40";"Stop"
"222398af42c6121813e76dc65a833e87b3fcd424";"1";"2017-04-05 18:39:41";"Start g"
"c43ed73d86f6fe5ead2dd9bc60ecfd019aa7b319";"3";"2017-04-05 18:39:47";"Start r"
"eca2302cb81fcfd07e1db18072b7b507a0e90a9e";"1";"2017-04-05 18:39:53";"Stop"
"f497d18e4f125f2adaa5d57af71788dbd17fa25c";"2";"2017-04-05 18:40:08";"stop"
"b59e421874009364b2f532f1e5c5d2afb0f52d6b";"2";"2017-04-05 18:40:08";"Start g"
"bbda11031db1433cf43c64ab7253112655170b01";"2";"2017-04-05 18:40:26";"Start g"
"6ff19d0634bbd27c781dc8ef1001673b56fa9e23";"1";"2017-04-05 18:40:30";"Start m"
"317639d7bd25b25cddb067b2c92aa56da7bb5aac";"3";"2017-04-05 18:40:59";"STOP"
"31f1d2c3a94d3f17f8918a27e106b62be614aaed";"1";"2017-04-05 18:40:59";"Start M"
"0b4308000b5f542209c6db5de64b12685bf1fde7";"2";"2017-04-05 18:41:11";"Start M"
"47bb94457792b8d71bdd6c880977e75cf54cc547";"1";"2017-04-05 18:41:18";"Start g"
"c8c30ff40a5fa06c092e4dffe3b464ed3a821f87";"2";"2017-04-05 18:41:31";"Start m"
"3c26bb71e0c66c69c297c03f5cd0d84bf0408acd";"1";"2017-04-05 18:41:34";"START R"
"633bbd47946428618a6d8f2bfecf83ec8a2fa216";"1";"2017-04-05 18:41:43";"START R"
"f360d03a2f5cb7399da9032aa40642af64c86aa2";"2";"2017-04-05 18:41:46";"Start G"
"3c754223eea189863cdd4d0ec575e49286189336";"1";"2017-04-05 18:41:51";"Start G"
"93f6cce27ed52164b97e5d93abaa80be84680a87";"1";"2017-04-05 18:41:51";"STOP"
"cdc8f4a59883fa9b135bdddf8b9a9d622a726ae4";"2";"2017-04-05 18:41:56";"Stop"
"bc91023a39b645ec1851a5db6725a8b3cda8a124";"2";"2017-04-05 18:42:01";"Start g"
"603d26c3741647e97fe94ad63f3da41ce1eb4370";"1";"2017-04-05 18:42:10";"Stop"
"4857d1d7ebdf4f0f648f9d23f979521803d094af";"2";"2017-04-05 18:42:11";"Stop"
"16d3a9b2f277d41bf889a94e2068659382588da4";"2";"2017-04-05 18:42:31";"Start G"
"4b7b04c28854aa1cc8fe6a20bea4abfa31b12884";"2";"2017-04-05 18:42:36";"START M"
"cfba01489f4fec800d1edc02e27315171ab8200e";"1";"2017-04-05 18:42:45";"Stop"
"bd7a6e9721cf27888207519823d9033463b01d06";"2";"2017-04-05 18:43:07";"Stop"
"513860726bdd8f140acb0a8ca02f68be30a6b097";"3";"2017-04-05 18:43:19";"Stop"
"45c28070b35c3e1efe97404d99339a64a7825f64";"3";"2017-04-05 18:43:19";"START M"
"1429562d001a1dd6ec7aafb4f5c644ee80f08e6b";"1";"2017-04-05 18:44:06";"START R"
"7813dbe0a8f3a4f81d8c9b34a6d50a46483f25b7";"2";"2017-04-05 18:44:08";"START R"
"0c126d685e8f92589307d37cdcb0e50d67a3f822";"2";"2017-04-05 18:44:11";"START G"
"f89087f01978ae715ad8254b2537d484107b2092";"3";"2017-04-05 18:44:30";"Start R"
"58990b288736f94141924ff54b7c058504819331";"3";"2017-04-05 18:44:33";"Stop"
"edc8554b147c107c744151a0fa08f7e068dac606";"3";"2017-04-05 18:44:33";"Stop"
"dbed9657f7741892ba232b2191661f189104e91b";"1";"2017-04-05 18:44:34";"stop"
"c5bf0eba6d2670eb1bf0f1336c6aeeaf360a7bec";"2";"2017-04-05 18:44:36";"Stop"
"9edd22a051ab6cec6548985537728af9d00db655";"3";"2017-04-05 18:44:40";"Start R"
"6cf22bf8a12ea22b01d851a0e367cb74c96d1afd";"2";"2017-04-05 18:44:41";"Stop"
"8c022155b639c87ce585792b99fafb88ddbd9ca5";"1";"2017-04-05 18:44:50";"Stop"
"4f9044bd47fc8bee958a4a42fe8f50c70aed522c";"3";"2017-04-05 18:44:56";"stop"
"243a158266e06da7cc578fece4fe43338feea711";"2";"2017-04-05 18:44:57";"Stop"
"8d73c46be883ff615148fc1beae8cb3c6a6328b8";"1";"2017-04-05 18:44:59";"Stop"
"950d05bc245b9f2bdfd303d590f24eb913f61330";"1";"2017-04-05 18:45:00";"Start r"
"6cbdafa4ff0ec32fe85e5fb03c646ea4ba42d7b6";"3";"2017-04-05 18:45:06";"Start R"
"8c6a5838f304c8f19393bc2990b455202ff70c0d";"3";"2017-04-05 18:45:11";"Start g"
"a990834e94f96f37b1c49f848f33e52d2ca68222";"1";"2017-04-05 18:45:25";"START M"
"82a02fa6dfc9d00febb24e2250dfbc243cec356c";"1";"2017-04-05 18:45:31";"Stop"
"97d1b691ae1813166266980958e1c72d3fd04849";"1";"2017-04-05 18:45:32";"START G"
"e13190ac527fd9555db549215682a0685bcab4d5";"1";"2017-04-05 18:45:45";"Start G "
"84196db581066621fa8c470cf2795bf2fdec0885";"2";"2017-04-05 18:45:52";"Stop"
"e0a433e351535315c1a6afb8739a5c78a43f8f69";"3";"2017-04-05 18:45:56";"Stop"
"225a5aa72a7fffeaa98d0ff11f665d2bc6a89ad3";"1";"2017-04-05 18:45:59";"Stop"
"3df9b8a1103d4c404d912cd664ff1ad3dfcbdfd0";"2";"2017-04-05 18:46:02";"Start r"
"ab515a74dbf907ebec84120f241c05b07c9d114a";"1";"2017-04-05 18:46:19";"Start z"
"620819cea0d9fcb95a1d3ba690be5bd485103779";"1";"2017-04-05 18:46:30";"Start Z"
"db3cb7c62232ec52d67afe484d63d754ad9850ca";"2";"2017-04-05 18:46:47";"Start G "
"4db37130f30dfeee47c4d4d47ce5686c15a5dc8c";"3";"2017-04-05 18:46:50";"Stop"
"31d6daee338463038c30a9d41670de34c8033b45";"3";"2017-04-05 18:47:00";"stop"
"ebc2a90ba471ed1f6e9264c2987c9db194a7ad50";"3";"2017-04-05 18:47:00";"Start R"
"131e058f31df4fd046452cbdd49884a77f00600f";"2";"2017-04-05 18:47:02";"Stop"
"39d23ffdc55806d10e5278f350ac2ee08abe6d9e";"3";"2017-04-05 18:47:08";"Start R"
"c22cabcd5e0c828dbfb04a1c395b8ec55a5142b2";"1";"2017-04-05 18:47:11";"Start g"
"44200b0d5fe5b90df4971380bb3f530be76af113";"1";"2017-04-05 18:47:20";"Start g"
"34cf2565161f3f64603761afb7062dcca1a8eedb";"1";"2017-04-05 18:47:24";"Stop"
"c219728ecc2fe24dbeb1b389b01452b7df1c16ae";"1";"2017-04-05 18:47:27";"Stop"
"2d71d1ad3790258cc05c20dc8ac7d8d28a1cf2b4";"1";"2017-04-05 18:47:32";"STOP G"
"328797a64c4326d2fd0fe9571a929e86e064bd5c";"1";"2017-04-05 18:47:49";"Start G"
"de02e5e98e74943c2bcfe2b56cd6421e7d2a8b8c";"2";"2017-04-05 18:47:52";"Start r"
"a1679ba812232f538b2ef23bf1723a61af2dde55";"1";"2017-04-05 18:48:05";"Stop"
"fcda02df11d8d1722711269f359774509a497a05";"3";"2017-04-05 18:48:20";"Start G"
"86f917751677faacef8834ca7ee11cc439f88e7e";"1";"2017-04-05 18:48:27";"Start g"
"e9d8af90ed607edaae3f4962c8de7ecfd334d3c6";"1";"2017-04-05 18:48:31";"STOP"
"d35b8154b3e3abcaf6ac3fdb4a15a24254600a93";"1";"2017-04-05 18:48:39";"Stop"
"2ab614b010f90bb53f5e70def2057c90f02e0071";"2";"2017-04-05 18:48:42";"Start g"
"01d10d61b51bf02ebef47636d466989d4ebcdfe6";"1";"2017-04-05 18:48:46";"Start R"
"3e86b9533cbe7620b3031ac0b8febf898ed8abcd";"3";"2017-04-05 18:48:46";"Start R"
"952dfdf797221261705a65972ee56c4c596ec6f7";"3";"2017-04-05 18:48:50";"Start G"
"dac8c47fdeefeee62f3ba7bdcda68adcb186ab0f";"3";"2017-04-05 18:49:05";"Stop"
"7c374429e7136fe4c262a24d503860ef51be0c58";"3";"2017-04-05 18:49:33";"Start R"
"70a7ec6920d7d40fd4779b8d24167a37afc5bf95";"1";"2017-04-05 18:49:43";"START M"
"b6b42ce7006a80556c5bfe7b77a4ddab8385bdae";"1";"2017-04-05 18:49:49";"stop"
"9f027757b20255a022edb98c1a7fb656616113f1";"1";"2017-04-05 18:49:50";"Stop"
"2ad2ae865a3c2f6ded21967599ec336d5a212ef8";"3";"2017-04-05 18:50:12";"Start R "
"be3f8ab50a6132450b17e7286bd16424b249132c";"2";"2017-04-05 18:50:22";"Start r"
"e35174c693b5abc69cb5526ca32bda40d9b3f0d4";"1";"2017-04-05 18:50:25";"Start M"
"89f4ca2974d83246ce2de85804a4326f5db52f77";"2";"2017-04-05 18:50:28";"START M"
"1164258f415fec24e0f2af5148055f9f3e830df1";"1";"2017-04-05 18:50:38";"STOP"
"711030fb61e72e92dd1faddeda675fa0504b5b77";"2";"2017-04-05 18:50:44";"Start r"
"8937a51e645a4cf70c07910dd7f24d5ef9c6a5c3";"2";"2017-04-05 18:50:44";"Savitarn"
"6b14dcc94130da8ac99362aa3e04a6e25f18f613";"3";"2017-04-05 18:50:45";"Stop"
"f904f7d750201028798ab1a6c6ba2dc28641cb65";"3";"2017-04-05 18:50:55";"Start m"
"8b2e59f4cc53bf6d999f00bb65f33b1b12ff7d90";"3";"2017-04-05 18:51:04";"Start R "
"7b9288fd39847eed7844fa6b4cb6ce06b966bacf";"3";"2017-04-05 18:51:06";"Start G"
"45c28070b35c3e1efe97404d99339a64a7825f64";"3";"2017-04-05 18:51:07";"STOP M"
"95e32d4df9af50a99fd0083f83e8213397241ef6";"1";"2017-04-05 18:51:09";"Stop"
"dc804553c47b1201e51b55269fc4eb0491bace60";"1";"2017-04-05 18:51:25";"start r"
"7c374429e7136fe4c262a24d503860ef51be0c58";"3";"2017-04-05 18:51:25";"Start R"
"ef22b7a973ce66c662fe958111d8b9a643568b93";"2";"2017-04-05 18:51:28";"START M"
"c558e002bf67f317c982fbced0bf55aae5811878";"2";"2017-04-05 18:51:28";"STOP R"
"ed14427d7fe7e4d02c8072f5d927762ceb2ecbb7";"1";"2017-04-05 18:51:39";"Stop"
"c5bf0eba6d2670eb1bf0f1336c6aeeaf360a7bec";"2";"2017-04-05 18:51:49";"Start r"
"1429562d001a1dd6ec7aafb4f5c644ee80f08e6b";"1";"2017-04-05 18:51:52";"Stop"
"06fdd0089fdfe6955463c3ac89b04bbded721c8d";"2";"2017-04-05 18:51:58";"Start R"
"a25f4a1a9b3486e14ef88d3f855abd38ec34cd43";"2";"2017-04-05 18:52:03";"Stop"
"986d28536644aba38a8f75c130d133b1e497a6a8";"2";"2017-04-05 18:52:13";"Stop"
"8b2e59f4cc53bf6d999f00bb65f33b1b12ff7d90";"3";"2017-04-05 18:52:30";"Start r"
"fd32643253cce445f10163f7af9d5a6281855677";"3";"2017-04-05 18:52:38";"Start m"
"f02f9eac278b420414bc3dceb9d696459c6855aa";"2";"2017-04-05 18:52:43";"Stop"
"1cf960da8c39fb8b0536ed4bed96efd8bac9d4a2";"1";"2017-04-05 18:52:48";"Stop"
"31740fb4492b745669cefee2066b3c55fcfc4534";"1";"2017-04-05 18:52:54";"Start Z"
"663505fc5b6c6642eb5c952d1f036feb68024407";"3";"2017-04-05 18:52:56";"Stop"
"833081153a2fe7502179fdfe788a01c7ea80de51";"2";"2017-04-05 18:53:28";"Start G"
"083013d3fbb454bb9a9aafde50aafd81cbf864c2";"1";"2017-04-05 18:53:29";"Start G"
"e35174c693b5abc69cb5526ca32bda40d9b3f0d4";"1";"2017-04-05 18:53:32";"Stop"
"dce86a7bb6c92621496abb64e6a5ef4ca67abd72";"2";"2017-04-05 18:53:38";"Start R"
"f943063e02fad1d0d9709960454d8a759a12b19a";"1";"2017-04-05 18:53:42";"Stop"
"5ebbdc1c2b4b48459ae84c47c71e9a88d90fd968";"3";"2017-04-05 18:54:04";"STOP"
"b0e81b1a12febf65332648d0064b3da6f0bc2c94";"2";"2017-04-05 18:54:18";"Start G"
"23305a51cfd2e707b322439b25f8e390b387866b";"2";"2017-04-05 18:54:21";"Start g"
"b6da615e2f47dcebb2e0615ac2674325ea7547f5";"2";"2017-04-05 18:54:23";"Stop"
"e07f7257b0570400be905e8c44508b59991390e4";"2";"2017-04-05 18:54:23";"Stop"
"7ad2e52f4ce30746bf876e339e7036a92c8ca9d5";"2";"2017-04-05 18:54:23";"Start G"
"fa91a1cb8dc2c4e9bab0e546108f86e5093c679c";"3";"2017-04-05 18:54:35";"Start G"
"aca73ffb0cd5d201cf75e4aa862717f3979b12a2";"1";"2017-04-05 18:54:40";"Start M"
"88d36171386734219a971cad7e1d77fe7cc7d8ce";"1";"2017-04-05 18:54:51";"Start r"
"751eb40ab797a121e10abe7f3796149545c5d1f3";"2";"2017-04-05 18:54:53";"Start G"
"815f21e903a457514ee27819303a2aafce0ec3f8";"1";"2017-04-05 18:54:55";"Stop"
"1f006042fe8f749ce5ff5aab8be35299a36eb834";"1";"2017-04-05 18:55:03";"Start r"
"8fc3d4a2280607667ad499a09eb41ed3fba0c9ea";"1";"2017-04-05 18:55:06";"START R"
"8c6a5838f304c8f19393bc2990b455202ff70c0d";"3";"2017-04-05 18:55:09";"Stop"
"2f46d5834f1ddf96b86217357f8e802f957e0788";"2";"2017-04-05 18:55:13";"Start r"
"bab1b2e534e7faa8532f69c2b1c14790b700720f";"3";"2017-04-05 18:55:21";"START M"
"a5160bcccd612bf17f775646ad25eb7637078d97";"1";"2017-04-05 18:55:26";"Stop"
"d78339ad0327431ecc57e3340569e68e6303a7c2";"1";"2017-04-05 18:55:27";"Stop"
"225a5aa72a7fffeaa98d0ff11f665d2bc6a89ad3";"1";"2017-04-05 18:55:41";"START G"
"dd24459c6af130355ff6b73ffe81ca5d5e173af7";"2";"2017-04-05 18:55:43";"START G "
"1b86aaba2944909ec9b4045414afbd918b7f55af";"1";"2017-04-05 18:55:53";"START G"
"7871ef784d04748c987787d448e27e758fe41f98";"1";"2017-04-05 18:55:54";"Start M"
"7c02e8dbfa2a36e25b17ccb48478ce99f6b320d8";"1";"2017-04-05 18:55:56";"stop"
"67f0165a4d4760d16526e5b9534691c2db19dcce";"2";"2017-04-05 18:56:13";"Stop"
"986d28536644aba38a8f75c130d133b1e497a6a8";"2";"2017-04-05 18:56:23";"Start g "
"214d5125101cf08b0e80a30ed1bb2543cb60daa7";"1";"2017-04-05 18:56:56";"Stop"
"6f2bb16d5acc086bd11c41192d7d35db78e7a6c5";"3";"2017-04-05 18:57:33";"Stop"
"2ab614b010f90bb53f5e70def2057c90f02e0071";"2";"2017-04-05 18:57:39";"Stop"
"604c1db9e5e1baed045f1ca34df06b7aa931ea68";"2";"2017-04-05 18:57:49";"Start r"
"3dd44eb4e9386a7e6455587b6cf3f877227d6dbd";"1";"2017-04-05 18:58:03";"Stop"
"31d6daee338463038c30a9d41670de34c8033b45";"3";"2017-04-05 18:58:03";"START Z"
"9db2a3b8c38d0148027a0166ce6c6e11033f84bd";"3";"2017-04-05 18:58:05";"STOP"
"31a834fc232ef46da6eb92cf443c030e232b0605";"2";"2017-04-05 18:58:24";"STOP"
"a493c11f2623de56cc4645fe18162e47acaa72f8";"3";"2017-04-05 18:58:35";"STOP"
"7fc46b0af0771816f11c5d14900b21167e567980";"1";"2017-04-05 18:58:39";"Start G"
"22c45887e73d0fba568278f7f7f12760a4a55276";"2";"2017-04-05 18:58:59";"Stop"
"fdd0dba900a6070881c247e8479ed8c109721960";"1";"2017-04-05 18:59:11";"START G"
"869bedbf7e64693f6602412cc1b00da60269c579";"3";"2017-04-05 18:59:19";"START R"
"7813dbe0a8f3a4f81d8c9b34a6d50a46483f25b7";"2";"2017-04-05 18:59:34";"STOP R"
"9b5127292bd5d4ada2ab52c4497bcad3ffd8f99c";"3";"2017-04-05 18:59:47";"Start G"
"188a0fad8971e001e39d59d1f31adbad13d7f458";"3";"2017-04-05 18:59:50";"Stop"
"2027ecede9ede31bb5568481e4653266126a5e27";"1";"2017-04-05 19:00:14";"Start M"
"7ef7229ddaeacb37f04ef0ff776eb821b24197f0";"1";"2017-04-05 19:00:21";"STOP"
"ae82c24da140bbdf8fde72120121a2bf8777eeba";"2";"2017-04-05 19:00:27";"STOP"
"90da6200f3023952c134571b922c8471317858b1";"2";"2017-04-05 19:00:29";"Stop"
"d583fdcc5f62c3662952e2f46789a5de5d2ac732";"2";"2017-04-05 19:00:34";"STOP"
"2a9ab363190324f265e04b53354ba6438a8662f4";"3";"2017-04-05 19:00:35";"Stop"
"62afbec6bde38eec6cf0b59cd2651b6264769125";"1";"2017-04-05 19:00:44";"Start g"
"727c179fbeaf5aac83930edb2dd1bb5a0d26b3ef";"1";"2017-04-05 19:01:11";"START G"
"0393cc87b78d9e2148194bb7d1d3cca918aac4ec";"2";"2017-04-05 19:01:16";"STOP"
"82b197e0e754cc53a2e5b1bef74cca693ed0a450";"3";"2017-04-05 19:01:19";"Stop"
"6233d038c488ce092da6a00a7c74c6e788aa23cf";"1";"2017-04-05 19:01:29";"Start"
"ea59fc24c2fda41184bed5bb3ac1a9a8e9954de7";"1";"2017-04-05 19:01:39";"sTOP"
"9f39b8067d3a1ed222034ac38afdec6ff60276f6";"2";"2017-04-05 19:01:41";"Start g"
"7c374429e7136fe4c262a24d503860ef51be0c58";"3";"2017-04-05 19:01:44";"Start R"
"fcca38563f240387ada86ca7af01e5e35cce433b";"1";"2017-04-05 19:01:45";"Start r"
"b5a78c6feef3201ddc009a291aee889abdb0f2d4";"3";"2017-04-05 19:02:01";"STOP"
"e16199015357ed4bd9b414a3ae0029037be564a7";"2";"2017-04-05 19:03:01";"START G"
"fb72354dac06a0d19664dad8400cd143e1cb1e1e";"1";"2017-04-05 19:03:01";"Stop"
"baf0d49309999ef34a57b884f64369d867e2f4c8";"3";"2017-04-05 19:03:04";"START G"
"e4eb1679faa4b3a38909486aa7f1deb1213e7353";"2";"2017-04-05 19:03:31";"Stop"
"af602f8fb249cb1ffbfe915a6914c3dfff615f6f";"2";"2017-04-05 19:03:36";"Stop"
"2611f9ab0d75c2d9144d1f206c5ee8db97ccef19";"2";"2017-04-05 19:03:36";"Start G"
"b1efeb409012aaec2742e3756884be8d734c6d88";"3";"2017-04-05 19:03:42";"Stop"
"c3a03add8652fe784e0bbea6c643f72470104b59";"1";"2017-04-05 19:03:45";"Start m"
"1cb087ed8fb0b830571f9060386e602f113a327c";"2";"2017-04-05 19:04:01";"STOP"
"7eda5a2e000c80967834819c90429473e35ba7a3";"1";"2017-04-05 19:04:02";"STOP"
"f8021f01594681bd8dc41b7d070782f194b2f062";"2";"2017-04-05 19:04:11";"START M"
"21e8798dce13a5d94ef443c274a0b28952c62202";"3";"2017-04-05 19:04:12";"Stop"
"400fb85b48cbd1ee5422711374653a8bb892417e";"1";"2017-04-05 19:04:17";"Stop"
"19e61a9de7b9fd65b1bbb44fa20b322af97987e4";"1";"2017-04-05 19:04:18";"Start G"
"e654f1feb87f6f87b14a31eedb4e6b45a4460eec";"1";"2017-04-05 19:04:21";"Start g"
"f5c6ffe51341e252e780a17ab143ab5923486a98";"2";"2017-04-05 19:04:26";"Start  r "
"5178c4734e3ea17a7d46a9ce78a68fbaaa68fae8";"1";"2017-04-05 19:04:27";"Stop"
"efc3e3a73cc5b0d93bdf8b499e94f60a242c0bd6";"1";"2017-04-05 19:04:38";"Start R "
"c0f28a2663cf330175ac58c430f3814e56ce703b";"1";"2017-04-05 19:04:47";"Stop Z"
"4b47d5090874c8a9649416268f4c307d80fdbb0f";"2";"2017-04-05 19:04:56";"Stop"
"498a8387eacefb9b49aa14227f0044a82dc69793";"1";"2017-04-05 19:05:07";"Start r"
"3c754223eea189863cdd4d0ec575e49286189336";"1";"2017-04-05 19:05:15";"Stop"
"64e963120bdd28bc7713f7739319b11ce69290a0";"2";"2017-04-05 19:05:16";"Stop"
"4d6b03e873990f5a4fee6b2fc5a8d214ad6a12d5";"1";"2017-04-05 19:05:25";"Stop"
"9b50f70372bdf9446ae4d0469751fbbf1ad35df1";"1";"2017-04-05 19:05:33";"Stop"
"74453aa93021aefc9fb0cc4483d5841215eccd47";"1";"2017-04-05 19:05:40";"Start z"
"72df1fa443b41ac31057db1f8f469632489c0bd0";"3";"2017-04-05 19:05:48";"STOP"
"74453aa93021aefc9fb0cc4483d5841215eccd47";"1";"2017-04-05 19:06:12";"Stop"
