"SHA1(sms_receive_source_phone)";"sms_receive_operator";"FROM_UNIXTIME(sms_receive_date)";"sms_receive_body"
"1b90e163416f00000d5d9d5266419fc09a594d4d";"2";"2017-04-05 10:39:26";"Stop"
"80e49874022673334dbc97fb50d8a2c9294a3463";"2";"2017-04-05 10:39:26";"Start G"
"cf1e117d2bbe8ced796b2b996aac0abec44e9b30";"1";"2017-04-05 10:39:32";"Stop"
"b11d1a12a962de80d19601d4dbf49a1cb56fc184";"2";"2017-04-05 10:39:41";"stop"
"ff3cda07c3bfe01cd6c43442d0e4d18c39261a05";"2";"2017-04-05 10:39:41";"Start z"
"79ff303b3ba7fda47dea21854e40247e4b239f05";"3";"2017-04-05 10:39:48";"STOP"
"1b90e163416f00000d5d9d5266419fc09a594d4d";"2";"2017-04-05 10:39:56";"Stop"
"29179412fa835f148248ff1e325beef637bc5e14";"1";"2017-04-05 10:39:56";"Start M "
"a7e607b1bd105f7d3af391323c5be0213f2bdf5f";"2";"2017-04-05 10:40:01";"Stop"
"458955d9861b90baf969649355ba69c1102fb2b1";"1";"2017-04-05 10:40:05";"Stop"
"186abde5d761d9eaa45bc620a0ce05a6d597a07f";"1";"2017-04-05 10:40:22";"Stop"
"c82301d1ee657930b49c76703ea2462e43a3073a";"3";"2017-04-05 10:40:25";"stop"
"15eb20fb9cd3a64b9f4073313659a1c06ae1765c";"1";"2017-04-05 10:40:25";"Stop G"
"a05e7b5194894efb3e8277d351a204a1a9e0ba2c";"3";"2017-04-05 10:40:28";"Stop"
"74af9db3e1d1347e94c545c6a0ad5e69e139b925";"2";"2017-04-05 10:40:36";"STOP"
"c0f2b4926e77d8b0de975fbfaa266d65dd7886c0";"2";"2017-04-05 10:40:41";"Stop G"
"ad19df2ef8950ac27bf5f3f4e12d1f4c8afe4f08";"1";"2017-04-05 10:40:49";"STOP"
"4055fa3ca1aa9faf79ce8d5c8081395847614861";"1";"2017-04-05 10:40:59";"Start Z"
"5db43e4ddd494eb1c7547b689b9b1c7a65524019";"2";"2017-04-05 10:41:01";"Start R"
"da3de4a52f8c5f3d7d26c208f9e41255cf4e3b40";"3";"2017-04-05 10:41:05";"Start z"
"9fbd163e5b5a0893f0742e44fd3449a38b68f19d";"3";"2017-04-05 10:41:05";"STOP"
"b377c1544a31fe384787e4feedbc9fd9c6e80338";"2";"2017-04-05 10:41:12";"Stop r"
"9aa31a0c2e88c5d7807aeccd0525b053b4cd7c48";"3";"2017-04-05 10:41:14";"Stop"
"0ee295a1c332babbf23bd6a10d45eacc14f1ef5b";"1";"2017-04-05 10:41:14";"Start G "
"d9f6cb4348b51e1339cfbd6d8982dee258479ebf";"3";"2017-04-05 10:41:16";"STOP M "
"c5d09f6660be06f0807a479268a1aee230c08bf9";"2";"2017-04-05 10:41:26";"start g"
"c48c0f572f43a3c17e754d927f8983317ca5a51d";"1";"2017-04-05 10:41:37";"Start G"
"1c2c90fc3980a677245cec68d02e7af99c0c1987";"3";"2017-04-05 10:41:42";"Start G"
"186abde5d761d9eaa45bc620a0ce05a6d597a07f";"1";"2017-04-05 10:41:47";"Start G "
"d8f66bfe29fc0b262f4462112c08a4875e2dc748";"3";"2017-04-05 10:42:00";"Start r"
"331f90f38b9b10e35ef6d0df3b72e70f0d163bcc";"2";"2017-04-05 10:42:11";"STOP"
"e3b8c229e07198612979366b6bdd68d6b93c995f";"3";"2017-04-05 10:42:15";"Start Z"
"da3de4a52f8c5f3d7d26c208f9e41255cf4e3b40";"3";"2017-04-05 10:42:16";"Start z"
"2189507b9b166887b027aa818f7a02affd9b2278";"3";"2017-04-05 10:42:23";"START G"
"9c8e5642a9550bdf74a74b2a2b0c5c33a06f739c";"1";"2017-04-05 10:42:25";"Start m"
"b2976d166bef57088015227bbf028bb7b7a5a072";"2";"2017-04-05 10:42:26";"Start G "
"b791e321a3cd8c2a2048037da6f4fb496864615f";"2";"2017-04-05 10:42:31";"Start G"
"d488270c83e5f7bfa473d7b798306a0350ba762d";"3";"2017-04-05 10:42:41";"Savitarn"
"46bbcf4a589966c273157716ef8af8a5fa1fa6db";"1";"2017-04-05 10:42:45";"START G"
"63b69a47e71ed700afabd4728387a587f7917aad";"3";"2017-04-05 10:42:47";"Start Žalioji "
"59b718a04bcf2ca3b655197ae0e7935f57e1280e";"2";"2017-04-05 10:42:52";"Start r"
"b1957373fa588af3d5383f01a37d8992867f9792";"1";"2017-04-05 10:42:52";"Start R"
"b7dbfba827bec563bb53a1cd9baeed995f3568cf";"3";"2017-04-05 10:42:55";"Start G"
"e33a8431cbbdb7d24cb97a188adbf31f41212343";"3";"2017-04-05 10:42:59";"Stop"
"f7b7223e0706404cc6b5e56459b3135ea7887158";"3";"2017-04-05 10:43:04";"Stop"
"f9794e23b16c6c3fc9203862a62cb2fc57becc40";"2";"2017-04-05 10:43:11";"Start G"
"e7b82bde47bdefde8fd35f0abf38dce29efdd24e";"1";"2017-04-05 10:43:12";"Start z "
"5db43e4ddd494eb1c7547b689b9b1c7a65524019";"2";"2017-04-05 10:43:12";"STOP"
"63b69a47e71ed700afabd4728387a587f7917aad";"3";"2017-04-05 10:43:20";"Start Z "
"af5ca64d7680bb224d13bd8f8970135746e51329";"2";"2017-04-05 10:43:21";"Start  m "
"ccdbff3e0597e92321ddde8f861f9aaa0ac3069e";"3";"2017-04-05 10:43:25";"START G"
"d8f66bfe29fc0b262f4462112c08a4875e2dc748";"3";"2017-04-05 10:43:27";"Start r"
"6128c61c6476fc1e434f67a26a78f3d8c63ea914";"1";"2017-04-05 10:43:27";"Start R"
"94a2881529cfdea2ecb1d483465b8e4c27e2baa7";"2";"2017-04-05 10:43:32";"Stop"
"a11f84d521c85055bab661f92918e3d268d95055";"3";"2017-04-05 10:43:40";"Stop"
"573c4897c0ece9e14d8364809ba3cf6efa5723e6";"1";"2017-04-05 10:43:41";"Start M"
"11732f5ef4cfc9478ab1739ef69310571d3aadc9";"3";"2017-04-05 10:43:43";"START G"
"da3de4a52f8c5f3d7d26c208f9e41255cf4e3b40";"3";"2017-04-05 10:43:46";"Start z"
"b4d66cbd6be2071d34413bb880b78bb4eb343938";"2";"2017-04-05 10:43:46";"Start M "
"3dd6504cf8368595ae1dd59e8f5693db9bff7f93";"2";"2017-04-05 10:43:51";"STOP"
"b7dbfba827bec563bb53a1cd9baeed995f3568cf";"3";"2017-04-05 10:43:52";"Stop"
"a8c9b88eb489ef9ccd2a3adf2c9453dbc058e907";"1";"2017-04-05 10:43:54";"Start R"
"9cedc0fba25e34bdf750ec974ac8497880b79b51";"2";"2017-04-05 10:43:56";"Start g"
"5cac698ab6c1324acaadb644a48b17cc16f1e782";"2";"2017-04-05 10:44:01";"Stop"
"d0cc8dd4cbda374ade1e5131b90903ce4ae75f4b";"3";"2017-04-05 10:44:02";"Start zalia"
"e1f516c60b18fcd333a46d920a1e1e3f8c6b03d8";"1";"2017-04-05 10:44:03";"Stop"
"2c55a3a6a379b8f91636d54065a64e183b3267eb";"1";"2017-04-05 10:44:04";"Start z"
"85564f59120659aca18b5fa18954a43c3aaf77ef";"1";"2017-04-05 10:44:06";"Stop"
"7c7817d21e6c64b9d59d8dfeb44398d16cf8acca";"3";"2017-04-05 10:44:10";"Stop"
"59b718a04bcf2ca3b655197ae0e7935f57e1280e";"2";"2017-04-05 10:44:11";"Start r"
"42673fcf324c471cbe0ecfe39ca9c6a359997f4e";"3";"2017-04-05 10:44:12";"Stop"
"97bca68165b54c3992aec5e27bd402dd8cc82915";"3";"2017-04-05 10:44:15";"Start R"
"f403c26f3f06d8efb7daed91487900afa5f8f789";"2";"2017-04-05 10:44:21";"Stop"
"67d75fcf10ea6fe07f9e9bd33dcbf5b9b456f8c0";"2";"2017-04-05 10:44:22";"Stop"
"38b0b257b535cc75f04eb03067d74e1e13429ced";"2";"2017-04-05 10:44:26";"Stop"
"a3e68c45c652c96ab8297470c7fb57656fad8b6f";"2";"2017-04-05 10:44:26";"Start r"
"7883db2b109d07de6cbf1cd4d42433ae4a36ce6b";"1";"2017-04-05 10:44:31";"Start Z"
"8259caf5fd109a9f3524ab05ca760e2f6e0e3b84";"2";"2017-04-05 10:44:31";"START G"
"2f2c7b3adb9c10fc452e6f9b49ecea289940462a";"1";"2017-04-05 10:44:42";"Stop"
"b22ecfa5691290f3b98f3d8c816051456967f8f3";"2";"2017-04-05 10:44:49";"START G"
"d0cc8dd4cbda374ade1e5131b90903ce4ae75f4b";"3";"2017-04-05 10:44:54";"Start zalioji"
"723048861185e0f029b43ff01e4ff2184dae0a88";"3";"2017-04-05 10:44:59";"Start R"
"080f8c887d4b8d3a68a470b445542b84f3f6195e";"3";"2017-04-05 10:45:13";"Start R"
"045b1807238b3872082894b1fe0bba0800e5e771";"1";"2017-04-05 10:45:23";"Start r"
"01f0e96bf0b13503635c0aa61ecfab3d689604c2";"1";"2017-04-05 10:45:25";"stop"
"a8cbcb479f710f94f72a932f7cad01efe3b61a87";"2";"2017-04-05 10:45:32";"START G"
"97bca68165b54c3992aec5e27bd402dd8cc82915";"3";"2017-04-05 10:45:33";"Start R"
"979f55ed851af4d3f1b016ff1cd3caab93773a66";"3";"2017-04-05 10:45:38";"Stop"
"0647160238e90834dee7475102a15e3ceda8bf51";"1";"2017-04-05 10:45:44";"Stop"
"99a3dc32c905226ec05a98a00b05d66958c91239";"2";"2017-04-05 10:46:02";"START R"
"679fa0de4cda91a2e34d5f31be53fd0dada4604b";"1";"2017-04-05 10:46:07";"START Z"
"8cc749a432ff876781044f223c41619b81406365";"3";"2017-04-05 10:46:09";"Start Z"
"762141c9897985c816ebb8f0372157dd2903e27f";"3";"2017-04-05 10:46:16";"Start Z"
"92c3259fc731382c0c7bb8700315c28927b6e869";"2";"2017-04-05 10:46:16";"Start G"
"080f8c887d4b8d3a68a470b445542b84f3f6195e";"3";"2017-04-05 10:46:18";"Start R  "
"3e6758ffb3c16ec8a95c750e441e33a686b6a250";"1";"2017-04-05 10:46:18";"Start z"
"52c9a496c7261908c6b48044100ac10bba33ac4b";"1";"2017-04-05 10:46:20";"START G"
"bf93c3b61815f3c5a3bd0e5b993104973f1acded";"3";"2017-04-05 10:46:23";"Start z"
"2189507b9b166887b027aa818f7a02affd9b2278";"3";"2017-04-05 10:46:36";"START G"
"da3de4a52f8c5f3d7d26c208f9e41255cf4e3b40";"3";"2017-04-05 10:46:42";"Start z"
"a518b32bd131b9a01833b9778b4183093130ed58";"1";"2017-04-05 10:46:42";"Stop"
"b926cd5d4a816a0fc61d867742ebd4dfd6c3a599";"2";"2017-04-05 10:46:46";"Start g"
"3b4d142a92392a2861be9bff22d138211a7c1083";"1";"2017-04-05 10:46:49";"Stop"
"ca5f74659bed7159159f79b2c482496495752225";"3";"2017-04-05 10:46:51";"Start G"
"6298e70efa0f2fabfe0b694cc3a8a88e6fafc29a";"1";"2017-04-05 10:46:58";"Stop"
"3ab72444316b02ef7cbd0b79305fda0ffafe60bd";"3";"2017-04-05 10:46:58";"Start raudona"
"a5921f2df13f4da648a36af0f98a64c4ffd1c762";"1";"2017-04-05 10:47:11";"Stop"
"fa644090e7f0c5b93ec5eac76f1a9a453b5aeae5";"1";"2017-04-05 10:47:19";"Start G"
"8cc749a432ff876781044f223c41619b81406365";"3";"2017-04-05 10:47:21";"Start Z"
"dd7c2bd5dde7ef44ddfac855dcee503fee64e829";"3";"2017-04-05 10:47:21";"Start M"
"a902960295e6e7933105f39b1603ca5a2560e36a";"1";"2017-04-05 10:47:22";"Stop"
"ef57925386a3d3b902737e1c9b2c8b3831b5d0d2";"3";"2017-04-05 10:47:23";"Stop"
"c869f566b6c9cdefca037db14b29a74d3cc62161";"3";"2017-04-05 10:47:23";"Start m"
"683bc2b64870e799c98ff2a7bfdab21896cad56e";"3";"2017-04-05 10:47:27";"Start Z"
"a6b8df1ea6549d0072e535d9284d2ec444f6f41e";"1";"2017-04-05 10:47:34";"Start g"
"13516ab0c4e258344c5f52ba2880b21af7466f33";"1";"2017-04-05 10:47:38";"Start g"
"723048861185e0f029b43ff01e4ff2184dae0a88";"3";"2017-04-05 10:47:39";"Start R"
"ca5f74659bed7159159f79b2c482496495752225";"3";"2017-04-05 10:47:41";"Start G"
"8d0594d6e2bc44a97386b24a4af8e24e50bd39b1";"1";"2017-04-05 10:47:46";"Start r"
"58b1eb75d11d6263c8d4c921eb881cad99db8002";"3";"2017-04-05 10:47:50";"Start G"
"e821c6e2fc2e43707994833268b1dbefbd0680d2";"3";"2017-04-05 10:47:50";"STOP"
"7fc9e8011b361d2c1e66bbc48fdf881460a7c03a";"2";"2017-04-05 10:47:52";"Stop"
"5f1c6422f04aa56396b811da02ebf673c78f0ab2";"3";"2017-04-05 10:47:55";"start r"
"9c4054741516bf154b9173423e1bea9cb696a4c7";"2";"2017-04-05 10:48:02";"Stop R"
"080f8c887d4b8d3a68a470b445542b84f3f6195e";"3";"2017-04-05 10:48:06";"Start R"
"21825a1d54c775e1cd8bc84af63756ba64dbd7b9";"3";"2017-04-05 10:48:12";"Start g"
"dd7c2bd5dde7ef44ddfac855dcee503fee64e829";"3";"2017-04-05 10:48:13";"Start M"
"c869f566b6c9cdefca037db14b29a74d3cc62161";"3";"2017-04-05 10:48:20";"Start m"
"57c117f09e824b2e0cdf69bb5fb2e1881be015c9";"3";"2017-04-05 10:48:21";"START G"
"93ff71d7a2fcf30e23f4a5b73e722901e9c90694";"2";"2017-04-05 10:48:21";"Stop"
"683bc2b64870e799c98ff2a7bfdab21896cad56e";"3";"2017-04-05 10:48:28";"Start Z"
"9e32bdd1a4d536e05b3ef18b5ea399d54d745f8c";"1";"2017-04-05 10:48:34";"STOP"
"a63756cbf7554722db5cc0e32d4a0ca7d1dccc7c";"3";"2017-04-05 10:48:40";"Stop"
"a63756cbf7554722db5cc0e32d4a0ca7d1dccc7c";"3";"2017-04-05 10:48:45";"Start r"
"c869f566b6c9cdefca037db14b29a74d3cc62161";"3";"2017-04-05 10:48:46";"Start m"
"fc5e2269249ef28455ac159b1f20cffa720b9321";"1";"2017-04-05 10:48:51";"Stop"
"9386b9430b8e2fbd3a22ccde3558d3bc0f834001";"3";"2017-04-05 10:48:56";"Start g"
"a602433b8dd99e3c0e0d7c305e1d4bbb01f3a917";"3";"2017-04-05 10:48:56";"start g"
"7447d0b026de34eaac982cfa8f8086b25170bd56";"1";"2017-04-05 10:48:59";"start r"
"5f1c6422f04aa56396b811da02ebf673c78f0ab2";"3";"2017-04-05 10:49:05";"start r"
"fc5e2269249ef28455ac159b1f20cffa720b9321";"1";"2017-04-05 10:49:12";"Start M"
"7ae0b48fee8a2dd5ede3e2bb9da31e23feac10fc";"1";"2017-04-05 10:49:15";"Start G"
"a602433b8dd99e3c0e0d7c305e1d4bbb01f3a917";"3";"2017-04-05 10:49:18";"stop"
"683bc2b64870e799c98ff2a7bfdab21896cad56e";"3";"2017-04-05 10:49:18";"Start Z"
"e7ae34c91a6b178bbe0d1cd58f757f4c82093b09";"1";"2017-04-05 10:49:20";"Stop"
"dd7c2bd5dde7ef44ddfac855dcee503fee64e829";"3";"2017-04-05 10:49:27";"Start M"
"97bca68165b54c3992aec5e27bd402dd8cc82915";"3";"2017-04-05 10:49:32";"Start R"
"fe462f1f9d26fb0e7c8dcab785dd5bc43724c281";"3";"2017-04-05 10:49:35";"Stop"
"0ccdd3bbe8d1924c43e16db19c974caca7e2c7e2";"3";"2017-04-05 10:49:35";"Start Z"
"4055fa3ca1aa9faf79ce8d5c8081395847614861";"1";"2017-04-05 10:49:41";"Stop"
"ad19df2ef8950ac27bf5f3f4e12d1f4c8afe4f08";"1";"2017-04-05 10:49:41";"Start R"
"14298a5510633ea004022dbce6f0833b5af5adca";"3";"2017-04-05 10:49:42";"STOP"
"c2c98755b16bb2fb13822ce7414ba5b7b0ba3eef";"3";"2017-04-05 10:49:42";"start g"
"927445788341016f090bd3204132ad1c78890427";"1";"2017-04-05 10:49:45";"Stop M"
"86720905b95c5ab5dcf41c5ea7bb955f19196834";"1";"2017-04-05 10:49:54";"Start M "
"2ad7e6526e46ab9d7af824576640b11187600c1b";"2";"2017-04-05 10:49:56";"start g"
"5d093d6a9596b82e505c19c9267eb751f67f7017";"2";"2017-04-05 10:49:58";"Stop"
"9e98ce503db742e627e0d52629de7e2a46589869";"2";"2017-04-05 10:49:59";"Start g"
"0a43f137f161aad75b84aba7c9efc33a5e9dee06";"2";"2017-04-05 10:50:00";"stop"
"78c9ed59ca5694a0f02b61ac45b57a86b224b361";"1";"2017-04-05 10:50:00";"Stop"
"4d6b03e873990f5a4fee6b2fc5a8d214ad6a12d5";"1";"2017-04-05 10:50:11";"Stop"
"f02f9eac278b420414bc3dceb9d696459c6855aa";"2";"2017-04-05 10:50:12";"Stop"
"d344cd88b7207435779f7f9a0f4d9f67d9837c2b";"2";"2017-04-05 10:50:12";"Start G"
"2ed71ae149c9d96e7cd3349ddd5166af567fb82e";"3";"2017-04-05 10:50:13";"Start G"
"2e86b9333bd8ed481f4124bc97bb593f4750158f";"1";"2017-04-05 10:50:18";"Start G"
"6c683ed5866e0d61f83716e2fe9f46fa42e32603";"3";"2017-04-05 10:50:18";"Start z"
"4e7cf3b9736bbb357dce1eb66f312d15b6a49647";"2";"2017-04-05 10:50:32";"Start g"
"64b0fc912e273b0180181855a3e87d225c07e7ba";"2";"2017-04-05 10:50:37";"Stop"
"3ab72444316b02ef7cbd0b79305fda0ffafe60bd";"3";"2017-04-05 10:50:42";"Start R"
"57ed213fe97a3afcc1fc185ca1b86bb59b30b22c";"2";"2017-04-05 10:50:47";"Stop"
"dc933b57bd065e80d6ae1629db7815b4da7bd76f";"1";"2017-04-05 10:50:47";"Start  G"
"936c1eb2877419b4448532c2f8706623ecec9591";"2";"2017-04-05 10:50:53";"Stop"
"16be03ff8345ad94667f0ed14ae2ddf98dc6264e";"1";"2017-04-05 10:50:56";"Start z"
"dd7c2bd5dde7ef44ddfac855dcee503fee64e829";"3";"2017-04-05 10:50:58";"Start M"
"cb8e882733209d3bb4518f9e0885866479473b24";"3";"2017-04-05 10:50:59";"Start M"
"9efd4878298bf975bdf843bae102979f8728c313";"1";"2017-04-05 10:51:01";"Start r"
"3af3777cd7f901b1b9f6e2f868a3d1176051e51d";"3";"2017-04-05 10:51:02";"START R"
"66b055d55b41ae722d14531fb4f209421a5329dc";"2";"2017-04-05 10:51:03";"Start g"
"21825a1d54c775e1cd8bc84af63756ba64dbd7b9";"3";"2017-04-05 10:51:05";"Start g"
"c869f566b6c9cdefca037db14b29a74d3cc62161";"3";"2017-04-05 10:51:12";"Start m"
"e3827b215ef57c35f4372a229b18db995ee7acfd";"1";"2017-04-05 10:51:16";"Start G"
"c2c98755b16bb2fb13822ce7414ba5b7b0ba3eef";"3";"2017-04-05 10:51:19";"stop"
"f7836b2ca6a0f7db13e7a595d157a65f3f4dff3f";"3";"2017-04-05 10:51:25";"Start R"
"f1316601f939da8811cb6a6ccd037a388fe0ebc7";"1";"2017-04-05 10:51:26";"Start G"
"a6936dfd989f90b677714a9f9aeee1f03848b929";"2";"2017-04-05 10:51:27";"Start R"
"9386b9430b8e2fbd3a22ccde3558d3bc0f834001";"3";"2017-04-05 10:51:27";"Start g"
"a63756cbf7554722db5cc0e32d4a0ca7d1dccc7c";"3";"2017-04-05 10:51:28";"Start r"
"2091341e802cd12a3640adf42d6012e66834ed36";"1";"2017-04-05 10:51:29";"Start z"
"d59d5333e1fb7b7f35a93a82a92ab721b3bb765c";"3";"2017-04-05 10:51:34";"Start  geltona "
"77171bc14ca5e0a0883bf362226b924190597af1";"2";"2017-04-05 10:51:37";"STOP"
"a78a9eabbacb1a9fd977125eca9cd6eadfe29b4b";"2";"2017-04-05 10:51:37";"Start G "
"8cb23d6e1f681f0baf40dbb23241305895a1ad46";"3";"2017-04-05 10:51:39";"Start  G "
"cfdbebcb33897dba1cc845ad3fdaef5be2ce58b1";"3";"2017-04-05 10:51:39";"Start G"
"8057cb5aee41dc24cd9bc42df1d387cbce62651b";"1";"2017-04-05 10:51:41";"START M "
"3ab72444316b02ef7cbd0b79305fda0ffafe60bd";"3";"2017-04-05 10:51:42";"Start R"
"4128f28eda491ca7a608a8eb34e246c867da2f50";"2";"2017-04-05 10:51:52";"START M "
"3b4d142a92392a2861be9bff22d138211a7c1083";"1";"2017-04-05 10:51:53";"Start g"
"b01161f080c0b267cafb4c76d3133d56715d4cfc";"3";"2017-04-05 10:51:54";"Stop"
"f943063e02fad1d0d9709960454d8a759a12b19a";"1";"2017-04-05 10:51:55";"Start g"
"724b33d3ea57f09256a84dbd36ea62e763b9e735";"1";"2017-04-05 10:52:01";"Start m"
"da3de4a52f8c5f3d7d26c208f9e41255cf4e3b40";"3";"2017-04-05 10:52:03";"Start z"
"e5928aa3fcb60fe73ef6b6db34b9f3d00929026e";"2";"2017-04-05 10:52:07";"START G"
"80d466ba977ad964ed689c57afa32c8efbc3b396";"3";"2017-04-05 10:52:08";"stop"
"6c83de8c5550cc5adec54ff8427af4d2a0e773c7";"2";"2017-04-05 10:52:22";"Stop"
"4f6b5477b5889dbf3bc41a40b0ab5b068fa4bf31";"1";"2017-04-05 10:52:25";"Start Z"
"f12faf4e24bd23fd9155c6efbfa3644c1c397ae0";"2";"2017-04-05 10:52:27";"Start Z "
"8772ef6f91b48659abd47dadc0837a1fe75e6f6f";"2";"2017-04-05 10:52:32";"Start Z"
"41924f8f50a41c46bc025a1fe29d3cfa15c9816c";"1";"2017-04-05 10:52:46";"Start g"
"c92c80c861215735954073c4ee51e7a9d8e9319d";"3";"2017-04-05 10:52:48";"START G"
"6cea008fe02fffce74904e7e5fb52ba4c0be8466";"3";"2017-04-05 10:52:53";"Start r"
"8e3304919408a9aa6077b9a4215ad84d6e01974d";"2";"2017-04-05 10:53:02";"Stop"
"0e2c9dd220b98e1b35d8bc9c90963717ad4f873d";"2";"2017-04-05 10:53:02";"START G"
"dd69c979ce7d17f9cdcb14da87397fc5794d138f";"2";"2017-04-05 10:53:02";"Start g"
"9386b9430b8e2fbd3a22ccde3558d3bc0f834001";"3";"2017-04-05 10:53:05";"Stop"
"5055c4dcb134b1836f0f6f4cb05596fe42bcdd99";"2";"2017-04-05 10:53:07";"stop"
"0eb7e459d92ae511271df6f4bda25782257c9b83";"2";"2017-04-05 10:53:07";"Start z"
"a3a49eafebba1783484c40e41aa132aeb08e4d5b";"3";"2017-04-05 10:53:11";"Start r"
"f7836b2ca6a0f7db13e7a595d157a65f3f4dff3f";"3";"2017-04-05 10:53:12";"STOP"
"2bccdae699b7ed796c2100e749cdc7de735ec15b";"2";"2017-04-05 10:53:14";"start g"
"a032d2d4e10ec3e40fb4106105204485c1e5a33a";"3";"2017-04-05 10:53:23";"Stop"
"8ddc72609bd8f0b59760b6e65e3c2856acb8fa26";"2";"2017-04-05 10:53:32";"Stop"
"3af3777cd7f901b1b9f6e2f868a3d1176051e51d";"3";"2017-04-05 10:53:38";"Stop"
"050c73d6ef639c9f45fd274f1d487c25395e8cae";"2";"2017-04-05 10:53:39";"Start R"
"6cea008fe02fffce74904e7e5fb52ba4c0be8466";"3";"2017-04-05 10:53:40";"Start R"
"8b0749d3f4b6a76bc299733a90410b0cefad21cb";"2";"2017-04-05 10:53:43";"Start g"
"ae4c134ae035a7b27e474d5fe9e891c46345b727";"2";"2017-04-05 10:53:43";"START R "
"fdd71232fcbe3db20f76138fec11daeaf54b74ff";"2";"2017-04-05 10:53:52";"Stop"
"c05f77f962346443ada4fc399290791e255f6d22";"1";"2017-04-05 10:53:57";"Start R"
"fa644090e7f0c5b93ec5eac76f1a9a453b5aeae5";"1";"2017-04-05 10:53:57";"Stop G"
"28f806ff1252f3633f94499b7d1c49bc18adc1fe";"3";"2017-04-05 10:53:58";"Start Z"
"bbd93849b03f656f5e498bf5a8ed88d75c5b0113";"1";"2017-04-05 10:54:18";"Start r"
"990c8e93c9d7042bf4ee865bc1a9c6994c2a1a2e";"2";"2017-04-05 10:54:28";"Start G"
"b0b2c1b351f130ef4c18fafdc680d64e52805be9";"3";"2017-04-05 10:54:30";"Stop"
"08a28fc5ae5dd27f09db15ee4dacdfe1f61e2af0";"3";"2017-04-05 10:54:31";"STOP"
"573c4897c0ece9e14d8364809ba3cf6efa5723e6";"1";"2017-04-05 10:54:32";"STOP"
"e488b8217802e8af8bc6a66d3b1c0d551bcc6cff";"3";"2017-04-05 10:54:37";"STOP"
"258424756b7543a0d7833a8af49bac6c9359e826";"1";"2017-04-05 10:54:43";"Start Z"
"98592d96cc66a4a3ef7e6661ca44213c76730117";"3";"2017-04-05 10:54:43";"START R "
"fc913d938d7f0660253b6a5ec2973137fdff9a73";"1";"2017-04-05 10:54:54";"Stop"
"b6748df166394a360b3d6e82cd92a962aa4b86a7";"2";"2017-04-05 10:54:54";"Start M "
"18d5dae965a5b0415d50acb3c732363fb791b50e";"2";"2017-04-05 10:54:58";"Start g"
"ff4e1fceb33c4847c23407b9f024a318cc700bf5";"1";"2017-04-05 10:54:58";"Start G"
"9de404092ec4bd3954fb7c37f2815a8d70d72ae7";"3";"2017-04-05 10:54:59";"Start R"
"e2c8f83dd1b199fe2e59942653c529086e577c84";"1";"2017-04-05 10:55:01";"Start g "
"ce4b9e78c327c807072555631ac4b670cec25998";"1";"2017-04-05 10:55:10";"Start g"
"f41251010ce23eb8fdee4baf911358d8fc966849";"1";"2017-04-05 10:55:15";"Stop"
"f7758437a2733df7097616ce649503c9a0a47a85";"2";"2017-04-05 10:55:23";"Stop"
"4e7cf3b9736bbb357dce1eb66f312d15b6a49647";"2";"2017-04-05 10:55:23";"Stop"
"ef57925386a3d3b902737e1c9b2c8b3831b5d0d2";"3";"2017-04-05 10:55:23";"Start R"
"56df2daf1831c114aa6052850758d89f93a7d12d";"1";"2017-04-05 10:55:31";"Stop"
"8057cb5aee41dc24cd9bc42df1d387cbce62651b";"1";"2017-04-05 10:55:37";"STOP"
"e30cd034340cdf667bf450ad2546a05ca43e79be";"3";"2017-04-05 10:55:41";"Start  raudona "
"8cb23d6e1f681f0baf40dbb23241305895a1ad46";"3";"2017-04-05 10:55:52";"Start G"
"12056957568e3a95651ad773fef19c609a4594bc";"2";"2017-04-05 10:55:59";"Start R"
"912dfb30cc0626b290eed8b7439f2c6c7d10cc5d";"2";"2017-04-05 10:55:59";"Stop"
"0ccdd3bbe8d1924c43e16db19c974caca7e2c7e2";"3";"2017-04-05 10:56:09";"Start Z"
"5861f23a99417e2963b8bcb883ddde0916a83411";"2";"2017-04-05 10:56:14";"start r"
"e79dce559648bd75dad0b5735dce8f09db571db6";"3";"2017-04-05 10:56:15";"STOP"
"2e86b9333bd8ed481f4124bc97bb593f4750158f";"1";"2017-04-05 10:56:18";"Stop"
"16be03ff8345ad94667f0ed14ae2ddf98dc6264e";"1";"2017-04-05 10:56:21";"Stop"
"683bc2b64870e799c98ff2a7bfdab21896cad56e";"3";"2017-04-05 10:56:22";"Stop"
"fff5b6f63dc91ec45828ec10cf322b2abb9108a3";"1";"2017-04-05 10:56:30";"Start G "
"4c138170f16c7891c8d6345396ee1e961e6d99cc";"1";"2017-04-05 10:56:38";"stop "
"35c4c00c8aabbf70a55ef84e73f9760e9ee89fbc";"1";"2017-04-05 10:56:42";"START G"
"a8cbcb479f710f94f72a932f7cad01efe3b61a87";"2";"2017-04-05 10:56:43";"STOP"
"6c683ed5866e0d61f83716e2fe9f46fa42e32603";"3";"2017-04-05 10:56:45";"Stop"
"4e4a914fc04a8ed02693b0bd320ed2b80f7e619f";"2";"2017-04-05 10:56:58";"Start G"
"a05e7b5194894efb3e8277d351a204a1a9e0ba2c";"3";"2017-04-05 10:57:04";"Start Z"
"bf93c3b61815f3c5a3bd0e5b993104973f1acded";"3";"2017-04-05 10:57:09";"stop"
